ship_id,ship_name,ship_class,ship_type,points,flank_speed,armour,hull,traits,ship_image,nation,nation_name,unit_id
357,Nagara,Nagara,Cruiser,70,"6""",2+,16/5,"Aircraft 1, Agile",nagara_1934.png,japan.png,Japan,545
358,Nagara (1944),Nagara,Cruiser,105,"6""",2+,16/5,"Agile, Radar",nagara_1944.png,japan.png,Japan,546
359,Abukuma (1941),Nagara,Cruiser,100,"6""",2+,16/5,"Aircraft 1, Agile",abukuma_1941.png,japan.png,Japan,547
360,Abukuma (1944),Nagara,Cruiser,115,"6""",2+,16/5,"Agile, Radar",abukuma_1944.png,japan.png,Japan,548
361,Abukuma (1945),Nagara,Cruiser,120,"6""",2+,16/5,"Agile, Radar",abukuma_1944.png,japan.png,Japan,549
362,Kinu (1944),Nagara,Cruiser,65,"6""",2+,16/5,"Agile, Depth Charge",kinu_1943.png,japan.png,Japan,550
363,Natori (1944),Nagara,Cruiser,65,"6""",2+,16/5,Agile,natori_1944.png,japan.png,Japan,551
364,Isuzu (1943),Nagara,Cruiser,70,"6""",2+,16/5,"Aircraft 1, Agile",isuzu_1943.png,japan.png,Japan,552
365,Isuzu (1944),Nagara,Cruiser,115,"6""",2+,16/5,"Agile, Radar",isuzu_1943.png,japan.png,Japan,553
366,Oyodo,Oyodo,Cruiser,80,"7""",2+,23/7,"Aircraft 6, Agile, Armored Deck",oyodo_1943.png,japan.png,Japan,554
367,Oyodo (1944),Oyodo,Cruiser,90,"7""",2+,23/7,"Aircraft 2, Agile, Armored Deck, Radar",oyodo_1944.png,japan.png,Japan,555
368,Sendai,Sendai,Cruiser,80,"6""",2+,16/5,"Aircraft 1, Agile, Armored Deck, Depth Charge",sendai_1941.png,japan.png,Japan,556
369,Jintsu (1941),Sendai,Cruiser,140,"6""",2+,16/5,"Aircraft 1, Agile, Armored Deck, Depth Charge",naka_1942.png,japan.png,Japan,557
370,Naka (1943),Sendai,Cruiser,145,"6""",2+,16/5,"Aircraft 1, Agile, Armored Deck, Depth Charge",jintsu_1939.png,japan.png,Japan,558
371,Takao,Takao,Cruiser,270,"7""",3+,32/10,Aircraft 3,takao_1939.png,japan.png,Japan,559
372,Takao (1942),Takao,Cruiser,290,"7""",3+,32/10,Aircraft 3,takao_1942.png,japan.png,Japan,560
373,Takao (1944),Takao,Cruiser,315,"7""",3+,32/10,"Aircraft 2, Radar",takao_1945.png,japan.png,Japan,561
374,Chokai (1939),Takao,Cruiser,220,"7""",3+,29/9,Aircraft 3,chokai_1937.png,japan.png,Japan,562
375,Chokai (1941),Takao,Cruiser,260,"7""",3+,29/9,Aircraft 3,chokai_1941.png,japan.png,Japan,563
376,Chokai (1944),Takao,Cruiser,285,"7""",3+,29/9,"Aircraft 3, Radar",chokai_1944.png,japan.png,Japan,564
377,Maya (1939),Takao,Cruiser,220,"7""",3+,29/9,Aircraft 3,maya_1933.png,japan.png,Japan,565
378,Maya (1940),Takao,Cruiser,215,"7""",3+,32/10,Aircraft 3,maya_1933.png,japan.png,Japan,566
379,Maya (1941),Takao,Cruiser,300,"7""",3+,29/9,Aircraft 3,maya_1933.png,japan.png,Japan,567
380,Maya (1944),Takao,Cruiser,350,"7""",3+,34/11,"Aircraft 2, Radar",maya_1944.png,japan.png,Japan,568
381,Tenryu,Tenryu,Cruiser,50,"7""",2+,9/3,"Agile, Armored Deck",tenryu_1939.png,japan.png,Japan,569
382,Tone,Tone,Cruiser,250,"7""",3+,30/10,Aircraft 5,tone_1938.png,japan.png,Japan,570
383,Tone (1944),Tone,Cruiser,275,"7""",3+,30/10,"Aircraft 4, Radar",tone_1943.png,japan.png,Japan,571
384,Tone (1945),Tone,Cruiser,280,"7""",3+,30/10,"Aircraft 4, Radar",tone_1945.png,japan.png,Japan,572
385,Yubari,Yubari,Cruiser,55,"7""",2+,9/3,Agile,yubari_1933.png,japan.png,Japan,573
386,Yubari (1944),Yubari,Cruiser,55,"6""",2+,9/3,"Agile, Radar, Depth Charge",yubari_1944.png,japan.png,Japan,574
387,Akatsuki,Akatsuki,Destroyer,60,"7""",1+,5/2,"Agile, Depth Charge",akatsuki_1940.png,japan.png,Japan,575
388,Hibiki (1943),Akatsuki,Destroyer,70,"7""",1+,5/2,"Agile, Depth Charge",akatsuki_1940.png,japan.png,Japan,576
389,Hibiki (1944),Akatsuki,Destroyer,80,"7""",1+,5/2,"Agile, Depth Charge, Radar",akatsuki_1940.png,japan.png,Japan,577
390,Inazuma (1944),Akatsuki,Destroyer,75,"7""",1+,5/2,"Agile, Depth Charge",akatsuki_1940.png,japan.png,Japan,578
391,Akizuki,Akizuki,Destroyer,60,"7""",1+,7/2,"Agile, Depth Charge",akizuki_1942.png,japan.png,Japan,579
392,Akizuki (1944),Akizuki,Destroyer,65,"7""",1+,7/2,"Agile, Depth Charge",akizuki_1944.png,japan.png,Japan,580
393,Hatsuzuki (1943),Akizuki,Destroyer,65,"7""",1+,7/2,"Agile, Depth Charge",hatsuzuki_1943.png,japan.png,Japan,581
394,Harutsuki (1945),Akizuki,Destroyer,80,"7""",1+,7/2,"Agile, Depth Charge, Radar",akizuki_1945.png,japan.png,Japan,582
395,Natsuzuki (1945),Akizuki,Destroyer,70,"7""",1+,7/2,"Agile, Depth Charge, Radar",akizuki_1945.png,japan.png,Japan,583
396,Asashio,Asashio,Destroyer,60,"7""",1+,5/1,Depth Charge,asashio_1939.png,japan.png,Japan,584
397,Arashio (1943),Asashio,Destroyer,65,"7""",1+,5/1,"Depth Charge, Radar",asashio_1943.png,japan.png,Japan,585
398,Michishio (1943),Asashio,Destroyer,60,"7""",1+,5/1,Depth Charge,michishio_1944.png,japan.png,Japan,586
399,Michishio (1944),Asashio,Destroyer,65,"7""",1+,5/1,"Depth Charge, Radar",michishio_1944.png,japan.png,Japan,587
400,Yamagumo (1944),Asashio,Destroyer,65,"7""",1+,5/1,"Depth Charge, Radar",yamagumo_1944.png,japan.png,Japan,588
401,Fubuki,Fubuki,Destroyer,50,"7""",1+,5/2,"Agile, Depth Charge",fubuki_1940.png,japan.png,Japan,589
402,Amagiri (1939),Fubuki,Destroyer,55,"7""",1+,5/2,"Agile, Depth Charge",fubuki_1940.png,japan.png,Japan,590
403,Amagiri (1943),Fubuki,Destroyer,60,"7""",1+,5/2,"Agile, Depth Charge",fubuki_1942.png,japan.png,Japan,591
404,Amagiri (1944),Fubuki,Destroyer,70,"7""",1+,5/2,"Agile, Depth Charge, Radar",fubuki_1944.png,japan.png,Japan,592
405,Hatsuyuki (1943),Fubuki,Destroyer,55,"7""",1+,5/2,"Agile, Depth Charge",fubuki_1942.png,japan.png,Japan,593
406,Shirakumo (1944),Fubuki,Destroyer,65,"7""",1+,5/2,"Agile, Depth Charge, Radar",fubuki_1944.png,japan.png,Japan,594
407,Yugiri (1943),Fubuki,Destroyer,70,"7""",1+,5/2,"Agile, Depth Charge, Radar",fubuki_1942.png,japan.png,Japan,595
408,Hatsuharu,Hatsuharu,Destroyer,60,"7""",1+,4/1,"Agile, Depth Charge",hatsuharu_1935.png,japan.png,Japan,596
409,Hatsuharu (1944),Hatsuharu,Destroyer,65,"7""",1+,4/1,"Agile, Depth Charge, Radar",hatsuharu_1944.png,japan.png,Japan,597
410,Kagero,Kagero,Destroyer,100,"7""",1+,5/2,"Agile, Depth Charge",kagero_1936.png,japan.png,Japan,598
411,Amatsukaze (1943),Kagero,Destroyer,110,"7""",1+,5/2,"Agile, Depth Charge, Radar",amatsukaze_1943.png,japan.png,Japan,599
412,Amatsukaze (1945),Kagero,Destroyer,110,"5""",1+,3/1,"Agile, Depth Charge, Radar, Sub-Hunter",kagero_1945.png,japan.png,Japan,600
413,Akigumo (1944),Kagero,Destroyer,120,"7""",1+,5/2,"Agile, Depth Charge, Radar",kagero_1945.png,japan.png,Japan,601
414,Hamakaze (1944),Kagero,Destroyer,110,"7""",1+,5/2,"Agile, Depth Charge, Radar",kagero_1945.png,japan.png,Japan,602
415,Hamakaze (1945),Kagero,Destroyer,115,"7""",1+,5/2,"Agile, Depth Charge, Radar",kagero_1945.png,japan.png,Japan,603
416,Kamikaze,Kamikaze,Destroyer,60,"7""",1+,4/1,Agile,kamikaze_1936.png,japan.png,Japan,604
417,Asanagi,Kamikaze,Destroyer,70,"7""",1+,4/1,"Agile, Depth Charge",kamikaze_1936.png,japan.png,Japan,605
418,Kamikaze (1941),Kamikaze,Destroyer,60,"7""",1+,4/1,"Agile, Depth Charge",kamikaze_1941.png,japan.png,Japan,606
419,Kamikaze (1944),Kamikaze,Destroyer,65,"7""",1+,4/1,"Agile, Depth Charge",kamikaze_1941.png,japan.png,Japan,607
420,Asanagi (1941),Kamikaze,Destroyer,70,"7""",1+,4/1,"Agile, Depth Charge",kamikaze_1941.png,japan.png,Japan,608
421,Asanagi (1944),Kamikaze,Destroyer,75,"7""",1+,4/1,"Agile, Depth Charge",kamikaze_1941.png,japan.png,Japan,609
422,Matsu,Matsu,Destroyer,55,"5""",1+,3/1,"Agile, Depth Charge, Radar, Sub-Hunter",matsu_1944.png,japan.png,Japan,610
423,Matsu (1945),Matsu,Destroyer,65,"5""",1+,3/1,"Agile, Depth Charge, Radar, Sub-Hunter",matsu_1944.png,japan.png,Japan,611
424,Momi,Momi,Destroyer,60,"6""",1+,2/0,Agile,momi_1924.png,japan.png,Japan,612
425,Kiku (1940),Momi,Destroyer,60,"4""",1+,2/0,"Agile, Depth Charge",momi_1924.png,japan.png,Japan,613
426,Kiku (1941),Momi,Destroyer,60,"4""",1+,2/0,"Agile, Depth Charge",momi_1941.png,japan.png,Japan,614
427,Kiku (1944),Momi,Destroyer,60,"4""",1+,2/0,"Agile, Depth Charge",momi_1941.png,japan.png,Japan,615
428,Ashi (1940),Momi,Destroyer,50,"3""",1+,2/0,Agile,momi_1924.png,japan.png,Japan,616
429,Hasu (1942),Momi,Destroyer,65,"6""",1+,2/0,"Agile, Depth Charge",momi_1941.png,japan.png,Japan,617
430,Mutsuki,Mutsuki,Destroyer,60,"7""",7+,4/1,Agile,mutsuki_1940.png,japan.png,Japan,618
431,Fumizuki (1943),Mutsuki,Destroyer,60,"7""",7+,4/1,"Agile, Depth Charge",mutsuki_1944.png,japan.png,Japan,619
432,Fumizuki (1944),Mutsuki,Destroyer,70,"7""",7+,4/1,"Agile, Depth Charge, Sub-Hunter",mutsuki_1944.png,japan.png,Japan,620
433,Minazuki (1944),Mutsuki,Destroyer,60,"7""",7+,4/1,"Agile, Sub-Hunter",mutsuki_1944.png,japan.png,Japan,621
434,Mochizuki (1943),Mutsuki,Destroyer,60,"7""",7+,4/1,Agile,mutsuki_1940.png,japan.png,Japan,622
435,Satsuki (1942),Mutsuki,Destroyer,60,"7""",7+,4/1,Agile,mutsuki_1940.png,japan.png,Japan,623
436,Satsuki (1944),Mutsuki,Destroyer,70,"7""",7+,4/1,"Agile, Depth Charge, Sub-Hunter",mutsuki_1944.png,japan.png,Japan,624
437,Shimakaze,Shimakaze,Destroyer,100,"8""",1+,6/2,"Agile, Depth Charge, Radar",shimakaze_1944.png,japan.png,Japan,625
438,Shimakaze (1944),Shimakaze,Destroyer,105,"8""",1+,6/2,"Agile, Depth Charge, Radar",shimakaze_1944.png,japan.png,Japan,626
439,Shiratsuyu,Shiratsuyu,Destroyer,95,"7""",1+,4/1,"Agile, Depth Charge",shiratsuyu_1936.png,japan.png,Japan,627
440,Yudachi (1937),Shiratsuyu,Destroyer,100,"7""",1+,4/1,"Agile, Depth Charge",yudachi_1937.png,japan.png,Japan,628
441,Harusame (1943),Shiratsuyu,Destroyer,95,"7""",1+,4/1,"Agile, Depth Charge, Radar",harusame_1943.png,japan.png,Japan,629
442,Shiratsuyu (1944),Shiratsuyu,Destroyer,95,"7""",1+,4/1,"Agile, Depth Charge, Radar",shiratsuyu_1944.png,japan.png,Japan,630
443,Yugumo,Yugumo,Destroyer,55,"7""",1+,5/2,"Agile, Depth Charge",yugumo_1939.png,japan.png,Japan,631
444,Yugumo (1943),Yugumo,Destroyer,60,"7""",1+,5/2,"Agile, Depth Charge, Radar",yugumo_1942.png,japan.png,Japan,632
445,Akishimo (1942),Yugumo,Destroyer,60,"7""",1+,5/2,"Agile, Depth Charge, Radar",yugumo_1942.png,japan.png,Japan,633
446,Akishimo (1944),Yugumo,Destroyer,65,"7""",1+,5/2,"Agile, Depth Charge, Radar",yugumo_1944.png,japan.png,Japan,634
447,Asashimo (1945),Yugumo,Destroyer,65,"7""",1+,5/2,"Agile, Depth Charge, Radar",yugumo_1944.png,japan.png,Japan,635
448,Thracian,Admiralty S,Destroyer,60,"7""",1+,3/1,Agile,admiralty_s_1939.png,japan.png,Japan,1128
449,Ammunition Ship,Ammunition Ship,Civilian,25,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,netherlands.png,The Netherlands,1
450,Ammunition Ship (1942),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,netherlands.png,The Netherlands,2
451,Ammunition Ship (1944),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,netherlands.png,The Netherlands,3
452,Armed Merchant Cruiser,Merchant Cruiser,Civilian,25,"3""",1+,15/5,Lumbering,merch_cruiser.png,netherlands.png,The Netherlands,4
453,Liberty Ship,Cargo Ship,Civilian,25,"2""",1+,10/3,Lumbering,liberty.png,netherlands.png,The Netherlands,6
454,Liner,Liner,Civilian,25,"6""",1+,72/24,Lumbering,liner.png,netherlands.png,The Netherlands,7
455,Oil Tanker,Oil Tanker,Civilian,30,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,netherlands.png,The Netherlands,8
456,Oil Tanker (1942),Oil Tanker,Civilian,40,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,netherlands.png,The Netherlands,9
457,Oil Tanker (1944),Oil Tanker,Civilian,50,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,netherlands.png,The Netherlands,10
458,Seaplane Tender,Seaplane Tender,Civilian,25,"4""",1+,12/4,"Aircraft 6, Lumbering",seaplane_tender.png,netherlands.png,The Netherlands,16
459,Tramp Freighter,Tramp Freighter,Civilian,10,"2""",1+,6/2,,tramp_freighter.png,netherlands.png,The Netherlands,17
460,Troop Ship,Troop Ship,Civilian,25,"3""",1+,16/5,Lumbering,troop_ship.png,netherlands.png,The Netherlands,18
461,Victory Ship,Cargo Ship,Civilian,30,"3""",1+,14/4,Lumbering,victory.png,netherlands.png,The Netherlands,19
462,De Ruyter,De Ruyter,Cruiser,90,"6""",2+,15/5,"Aircraft 2, Armored Deck, Agile",de_ruyter_1936.png,netherlands.png,The Netherlands,686
463,Java,Java,Cruiser,90,"6""",2+,16/5,"Aircraft 2, Armored Deck, Agile",java_1942.png,netherlands.png,The Netherlands,687
464,Sumatra,Java,Cruiser,90,"6""",2+,16/5,"Aircraft 2, Armored Deck, Agile",sumatra_1940.png,netherlands.png,The Netherlands,688
465,Celebes,Java,Cruiser,90,"6""",2+,16/5,"Aircraft 2, Armored Deck, Agile",celebes_1939.png,netherlands.png,The Netherlands,689
466,Van Ghent (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",van_ghent_1935.png,netherlands.png,The Netherlands,690
467,Van Ghent (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",van_ghent_1942.png,netherlands.png,The Netherlands,691
468,Evertsen (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",evertsen_1928.png,netherlands.png,The Netherlands,692
469,Evertsen (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",evertsen_1942.png,netherlands.png,The Netherlands,693
470,Kortenaer (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",kortenaer_1939.png,netherlands.png,The Netherlands,694
471,Kortenaer (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",kortenaer_1939.png,netherlands.png,The Netherlands,695
472,Piet Hein (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",piet_hein_1939.png,netherlands.png,The Netherlands,696
473,Piet Hein (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",piet_hein_1939.png,netherlands.png,The Netherlands,697
474,Van Galen (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",van_galen_1939.png,netherlands.png,The Netherlands,698
475,Witte de With (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",witte_de_with_1939.png,netherlands.png,The Netherlands,699
476,Witte de With (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",witte_de_with_1939.png,netherlands.png,The Netherlands,700
477,Banckert (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",banckert_1939.png,netherlands.png,The Netherlands,701
478,Banckert (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",banckert_1939.png,netherlands.png,The Netherlands,702
479,Van Nes (1939),Admiralen,Destroyer,50,"7""",1+,3/1,"Aircraft 1, Agile, Depth Charges",van_nes_1939.png,netherlands.png,The Netherlands,703
480,Van Nes (1942),Admiralen,Destroyer,45,"7""",1+,3/1,"Agile, Depth Charges",van_nes_1939.png,netherlands.png,The Netherlands,704
481,Van Galen (1942),N-class  (RNN),Destroyer,55,"7""",1+,5/2,"Agile, Depth Charges, Radar",j_class_1942.png,netherlands.png,The Netherlands,705
482,Tjerk Hiddes (1942),N-class (RNN),Destroyer,55,"7""",1+,5/2,"Agile, Depth Charges, Radar",j_class_1942.png,netherlands.png,The Netherlands,706
483,Friso (1943),Flower (RNN),Destroyer,35,"3""",1+,2/1,"Agile, Depth Charges, Radar, Sub Hunter, Hedgehog",friso_1943.png,netherlands.png,The Netherlands,707
484,Marnix,G-class (RNN),Destroyer,55,"7""",1+,4/1,"Agile, Depth Charges, Radar",glowworm_1940.png,netherlands.png,The Netherlands,708
485,Gerard Callenburgh (1941),Gerard Callenburgh (ZH1),Destroyer,50,"7""",1+,4/1,"Agile, Depth Charges",zh1_1942.png,netherlands.png,The Netherlands,709
486,Isaac Sweers (1941),Gerard Callenburgh (ZH1),Destroyer,50,"7""",1+,4/1,"Agile, Depth Charges",zh1_1942.png,netherlands.png,The Netherlands,710
487,Tjerk Hiddes (1941),Gerard Callenburgh (ZH1),Destroyer,50,"7""",1+,4/1,"Agile, Depth Charges",zh1_1942.png,netherlands.png,The Netherlands,711
488,Philips van Almonde (1941),Gerard Callenburgh (ZH1),Destroyer,50,"7""",1+,4/1,"Agile, Depth Charges",zh1_1942.png,netherlands.png,The Netherlands,712
489,Banckert (1945),Q & S (RNN),Destroyer,50,"7""",1+,5/1,"Agile, Depth Charges, Radar, Sub Hunter",s_class_1943.png,netherlands.png,The Netherlands,713
490,Kortenaar (1945),Q & S (RNN),Destroyer,50,"7""",1+,5/1,"Agile, Depth Charges, Radar, Sub Hunter",s_class_1943.png,netherlands.png,The Netherlands,714
491,Evertsen (1945),Q & S (RNN),Destroyer,50,"7""",1+,5/1,"Agile, Depth Charges, Radar, Sub Hunter",s_class_1943.png,netherlands.png,The Netherlands,715
492,Piet Hein (1945),Q & S (RNN),Destroyer,50,"7""",1+,5/1,"Agile, Depth Charges, Radar, Sub Hunter",s_class_1943.png,netherlands.png,The Netherlands,716
493,Karel Doorman (1946),Vindex (RNN),Carrier,75,"3""",1+,34/11,"Aircraft 4, Advanced Radar",karel_doorman_1946.png,netherlands.png,The Netherlands,717
494,Karel Doorman (1948),Colossus (RNN),Carrier,135,"5""",1+,36/12,"Aircraft 9, Advanced Radar, Sub Hunter",karel_doorman_1948.png,netherlands.png,The Netherlands,718
495,Gadila (1943),MAC (RNN),Carrier,40,"2""",1+,32/15,"Aircraft 1, Radar",gadila_1943.png,netherlands.png,The Netherlands,719
496,Macoma (1943),MAC (RNN),Carrier,40,"2""",1+,32/15,"Aircraft 1, Radar",macoma_1943.png,netherlands.png,The Netherlands,720
497,Ammunition Ship,Ammunition Ship,Civilian,25,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,royal_navy_ensign.png,Great Britain,1
498,Ammunition Ship (1942),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,royal_navy_ensign.png,Great Britain,2
499,Ammunition Ship (1944),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,royal_navy_ensign.png,Great Britain,3
500,Armed Merchant Cruiser,Merchant Cruiser,Civilian,25,"3""",1+,15/5,Lumbering,merch_cruiser.png,royal_navy_ensign.png,Great Britain,4
501,Liberty Ship,Cargo Ship,Civilian,25,"2""",1+,10/3,Lumbering,liberty.png,royal_navy_ensign.png,Great Britain,6
502,Liner,Liner,Civilian,25,"6""",1+,72/24,Lumbering,liner.png,royal_navy_ensign.png,Great Britain,7
503,Oil Tanker,Oil Tanker,Civilian,30,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,royal_navy_ensign.png,Great Britain,8
504,Oil Tanker (1942),Oil Tanker,Civilian,40,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,royal_navy_ensign.png,Great Britain,9
505,Oil Tanker (1944),Oil Tanker,Civilian,50,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,royal_navy_ensign.png,Great Britain,10
506,Dale,Oil Tanker,Civilian,40,"4""",1+,15/5,"Lumbering, Volatile",dale_tanker.png,royal_navy_ensign.png,Great Britain,11
507,Dale (1944),Oil Tanker,Civilian,45,"4""",1+,15/5,"Lumbering, Volatile",dale_tanker.png,royal_navy_ensign.png,Great Britain,12
508,Swordfish,S (Group 1),Submarine,50,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter",s1_sub.png,royal_navy_ensign.png,Great Britain,15
509,Sealion,S (Group 2),Submarine,50,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter",s2_sub.png,royal_navy_ensign.png,Great Britain,16
510,Seaplane Tender,Seaplane Tender,Civilian,25,"4""",1+,12/4,"Aircraft 6, Lumbering",seaplane_tender.png,royal_navy_ensign.png,Great Britain,16
511,Safari,S (Group 3),Submarine,60,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter",s3_sub.png,royal_navy_ensign.png,Great Britain,17
512,Tramp Freighter,Tramp Freighter,Civilian,10,"2""",1+,6/2,,tramp_freighter.png,royal_navy_ensign.png,Great Britain,17
513,Swordfish (1943),S (Group 1),Submarine,55,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter, Radar",s1_sub.png,royal_navy_ensign.png,Great Britain,18
514,Troop Ship,Troop Ship,Civilian,25,"3""",1+,16/5,Lumbering,troop_ship.png,royal_navy_ensign.png,Great Britain,18
515,Sealion (1943),S (Group 2),Submarine,55,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter, Radar",s2_sub.png,royal_navy_ensign.png,Great Britain,19
516,Victory Ship,Cargo Ship,Civilian,30,"3""",1+,14/4,Lumbering,victory.png,royal_navy_ensign.png,Great Britain,19
517,Safari (1943),S (Group 3),Submarine,65,"3""",2+,2/1,"Submarine, Agile, Sub-Hunter, Radar",s3_sub.png,royal_navy_ensign.png,Great Britain,20
518,Undine,U,Submarine,50,"2""",2+,1/0,"Submarine, Agile, Sub-Hunter, Silent",u1_sub.png,royal_navy_ensign.png,Great Britain,21
519,Undine (1941),U,Submarine,55,"2""",2+,1/0,"Submarine, Agile, Sub-Hunter, Radar",u2_sub.png,royal_navy_ensign.png,Great Britain,22
520,Triton,T,Submarine,100,"3""",2+,3/1,"Submarine, Agile, Sub-Hunter",t1_sub.png,royal_navy_ensign.png,Great Britain,23
521,Triton (1943),T,Submarine,110,"3""",2+,3/1,"Submarine, Agile, Sub-Hunter, Radar",t2_sub.png,royal_navy_ensign.png,Great Britain,24
522,Hood,Admiral,Battleship,400,"6""",5+,96/32,Torpedo Belt 2,hood_1939.png,royal_navy_ensign.png,Great Britain,788
523,Hood (1940),Admiral,Battleship,375,"6""",5+,96/32,Torpedo Belt 2,hood_1939.png,royal_navy_ensign.png,Great Britain,789
524,Hood (1941),Admiral,Battleship,435,"6""",5+,96/32,"Torpedo Belt 2, Radar",hood_1941.png,royal_navy_ensign.png,Great Britain,790
525,Hood (1942),Admiral,Battleship,685,"6""",5+,96/32,"Aircraft 2, Torpedo Belt 2, Armored Deck, Radar",hood_1942.png,royal_navy_ensign.png,Great Britain,791
526,King George V,King George V,Battleship,600,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",kgv_1941.png,royal_navy_ensign.png,Great Britain,792
527,King George V (1942),King George V,Battleship,620,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",kgv_1941.png,royal_navy_ensign.png,Great Britain,793
528,King George V (1943),King George V,Battleship,625,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",kgv_1941.png,royal_navy_ensign.png,Great Britain,794
529,King George V (1944),King George V,Battleship,725,"5""",7+,89/29,"Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",kgv_1941.png,royal_navy_ensign.png,Great Britain,795
530,Howe (1945),King George V,Battleship,755,"5""",7+,89/29,"Torpedo Belt 3, Armored Deck, Advanced Radar, Sub-Hunter",howe_1944.png,royal_navy_ensign.png,Great Britain,796
531,Anson (1943),King George V,Battleship,630,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",kgv_1941.png,royal_navy_ensign.png,Great Britain,797
532,Anson (1944),King George V,Battleship,650,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",kgv_1941.png,royal_navy_ensign.png,Great Britain,798
533,Anson (1945),King George V,Battleship,755,"5""",7+,89/29,"Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",kgv_1941.png,royal_navy_ensign.png,Great Britain,799
534,Duke of York (1941),King George V,Battleship,620,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",duke_of_york_1943.png,royal_navy_ensign.png,Great Britain,800
535,Duke of York (1943),King George V,Battleship,625,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",duke_of_york_1943.png,royal_navy_ensign.png,Great Britain,801
536,Duke of York (1944),King George V,Battleship,645,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",duke_of_york_1943.png,royal_navy_ensign.png,Great Britain,802
537,Duke of York (1945),King George V,Battleship,750,"5""",7+,89/29,"Torpedo Belt 3, Armored Deck, Advanced Radar, Sub-Hunter",duke_of_york_1943.png,royal_navy_ensign.png,Great Britain,803
538,Prince of Wales (1941),King George V,Battleship,625,"5""",7+,89/29,"Aircraft 2, Torpedo Belt 3, Armored Deck, Radar",pow_1941.png,royal_navy_ensign.png,Great Britain,804
539,Lion,Lion,Battleship,900,"6""",7+,93/31,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",lion_1945.png,royal_navy_ensign.png,Great Britain,805
540,N3,N3,Battleship,950,"5""",7+,108/36,"Torpedo Belt 2, Armored Deck, Lumbering",n3_1933.png,royal_navy_ensign.png,Great Britain,806
541,Nelson,Nelson,Battleship,600,"5""",7+,83/27,"Torpedo Belt 2, Armored Deck",nelson_1940.png,royal_navy_ensign.png,Great Britain,807
542,Nelson (1940),Nelson,Battleship,625,"5""",7+,83/27,"Torpedo Belt 2, Armored Deck",nelson_1940.png,royal_navy_ensign.png,Great Britain,808
543,Nelson (1941),Nelson,Battleship,685,"5""",7+,83/27,"Torpedo Belt 2, Armored Deck, Radar",nelson_1940.png,royal_navy_ensign.png,Great Britain,809
